,index,Unnamed: 0,graph,cnmr,smiles
24905,24941,24941,020250741.pickle,020250741.csv,C1(=C(C(=C(C(=C1C(=C(C(OC(C(C(C([H])([H])[H])([H])[H])([H])[H])=O)([H])[H])[H])[H])[H])[H])[H])[H])[H]
24906,24942,24942,020250952.pickle,020250952.csv,C(P(C(C(N(C(C(P(C(C([H])([H])[H])(C([H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])(C([H])([H])[H])(C([H])([H])[H])[H]
24907,24943,24943,020251164.pickle,020251164.csv,C1(C2(C(C(C(N2C(C1(OC3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])(C(O[H])([H])[H])[H]
24908,24944,24944,020251377.pickle,020251377.csv,C1(C(C(N2C1(C(C(C2=O)(OC3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])(C(=C([H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H]
24909,24945,24945,020251588.pickle,020251588.csv,C1(=C(C(=C(C(=C1[H])C(C2(C3(C2(C(N(C3=O)C([H])([H])[H])=O)[H])[H])[H])=O)[H])[H])Br)[H]
24910,24946,24946,020251800.pickle,020251800.csv,C1(=C(C(=C(C(=C1C2=NC(C(C([H])([H])[H])(C(C3(C(C(=O)N(C3=O)C4=C(C(=C(C(=C4[H])[H])Br)[H])[H])([H])[H])[H])([H])[H])O2)=O)[H])C([H])([H])[H])[H])[H])[H]
24911,24947,24947,020251801.pickle,020251801.csv,C1(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])=NOC(S1)(SC(C([H])([H])[H])([H])[H])SC(C([H])([H])[H])([H])[H]
24912,24948,24948,020252118.pickle,020252118.csv,C1(C(C(C(C(=O)OC2(C(C(C(C(O2)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])(C([H])([H])[H])C3([H])C(C(C45C([H])(C13C([H])([H])[H])C(C(C(C(C4([H])[H])=C([H])[H])(C5([H])[H])OC6(OC(C(C(C6(OC7(OC(C(C(C7(O[H])[H])(O[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])[H])[H])(O[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
24913,24949,24949,020252966.pickle,020252966.csv,C=12C=3C(C(C(N3)=C(C4=C(C(=C5N4[Mg]N6C(C(=C(C61)C(C2(C(=O)OC([H])([H])[H])[H])=O)C([H])([H])[H])=C(C=7C(=C(C(N7)=C5[H])C([H])([H])[H])C(C([H])([H])[H])([H])[H])[H])C(=C([H])[H])[H])C([H])([H])[H])[H])([H])C([H])([H])[H])([H])C(C(C(=O)OC(C(=C(C(C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H]
24914,24950,24950,020252986.pickle,020252986.csv,C1(=C(C(=C(C(=C1[H])C(=C(C(=O)OC(C(C2=C(C(=C(C(=C2[H])O[H])O[H])[H])[H])([H])[H])(C(=O)O[H])[H])[H])[H])[H])O[H])O[H])[H]
24915,24951,24951,020253010.pickle,020253010.csv,C1(=C(C(=C(C(=C1C(C(C(C([H])([H])[H])(O[H])[H])(C([H])([H])[H])[H])(O[H])[H])[H])[H])[H])[H])[H]
24916,24952,24952,020253108.pickle,020253108.csv,C1(C2(C(C(C(C1([H])[H])(OC3(OC(C(C(O[H])(C3(O[H])[H])[H])(O[H])[H])(C(O[H])=O)[H])[H])[H])(C([H])([H])[H])C([H])([H])[H])(C(C(C4(C2(C(C(=C5C4(C(=C(C6(C5(C(C(C(C6([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])C(OC7(C(C(C(C(O7)([H])[H])(O[H])[H])(O[H])[H])(OC8(C(C(C(C(O8)(C([H])([H])[H])[H])(OC9(C(C(C(O9)([H])[H])(C(O[H])([H])[H])O[H])(O[H])[H])[H])[H])(OC%10(C(C(C(O%10)([H])[H])(C(O[H])([H])[H])O[H])(O[H])[H])[H])[H])(O[H])[H])[H])[H])[H])=O)[H])[H])C([H])([H])[H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H]
24917,24953,24953,020253126.pickle,020253126.csv,N1(C(=C2C3=C(C4=C(C2=O)C56C=7C(C(C4(C5(OC(=O)C([H])([H])[H])[H])[H])=O)=C(C(=C(C7C(OC6([H])[H])=O)O[H])[H])C([H])([H])[H])C(=C(C(=C3C1=O)O[H])[H])C([H])([H])[H])[H])C(C(O[H])([H])[H])([H])[H]
24918,24954,24954,020253146.pickle,020253146.csv,C12(C(C(C(C(C1([H])[H])([H])[H])(C2(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])=O)C([H])([H])[H]
24919,24955,24955,020253147.pickle,020253147.csv,C12(C34C(C(C(C1(C([H])([H])[H])[H])([H])[H])([H])[H])(C(C(OC3(OC(C(C2([H])[H])([H])[H])(OO4)C([H])([H])[H])[H])=O)(C([H])([H])[H])[H])[H])[H]
24920,24956,24956,030000100.pickle,030000100.csv,C(SC([H])([H])[H])(C(C(N([H])[H])(C(O[H])=O)[H])([H])[H])([H])[H]
24921,24957,24957,030000122.pickle,030000122.csv,C(C(N(C(C([H])([H])[H])=O)C([H])([H])[H])=O)([H])([H])[H]
24922,24958,24958,030000140.pickle,030000140.csv,C1(C(C(C(C(C1([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H]
24923,24959,24959,030000141.pickle,030000141.csv,C1(C(C(C(C(C1([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H]
24924,24960,24960,030000142.pickle,030000142.csv,C1(C(C(C2(C(C1([H])[H])(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H]
24925,24961,24961,030000161.pickle,030000161.csv,C(O[H])(C(C(C(C(C(C(C(C(=C(C(=C(C(C(C(=C(C(C([H])([H])[H])([H])[H])[H])[H])([H])[H])(O[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=O
24926,24962,24962,030000162.pickle,030000162.csv,C=1(C(=C(C(=C(C1C(C(C(C(C(C(C(C2=C(C(=C(C(=C2[H])OC([H])([H])[H])O[H])[H])[H])([H])[H])([H])[H])(OC(C([H])([H])[H])=O)[H])([H])[H])(OC(C([H])([H])[H])=O)[H])([H])[H])([H])[H])[H])[H])O[H])OC([H])([H])[H])[H]
24927,24963,24963,030000200.pickle,030000200.csv,C=1(OC([H])([H])[H])SC(=C(C1[H])[H])C#CC=2SC(=C(C2[H])[H])C(=C(C#N)C#N)[H]
24928,24964,24964,030000220.pickle,030000220.csv,C1(=C(C(=C(C2=C1C(=C(N(C2=O)C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])C(=O)O[H])OC(C(=C([H])[H])[H])([H])[H])[H])OC(C(=C([H])[H])[H])([H])[H])[H]
24929,24965,24965,030000221.pickle,030000221.csv,C=1(C2=C(C(=C(C1C(OC3(OC(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])C(=C(C(N4C(C(C(C4([H])[H])([H])[H])([H])[H])(C(=O)OC([H])([H])[H])[H])([H])[H])[H])[H])[H])OC(O2)([H])[H])[H]
24930,24966,24966,030000223.pickle,030000223.csv,C=1(C2=C(C(=C(C1C(OC3(OC(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])C(C(=C([H])[H])[H])(O[H])[H])[H])OC(O2)([H])[H])[H]
24931,24967,24967,030000240.pickle,030000240.csv,C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C(N([H])[H])=O)[H]
24932,24968,24968,030000241.pickle,030000241.csv,C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])(OC(=O)[H])[H])([H])[H]
24933,24969,24969,030000242.pickle,030000242.csv,C(C(OC(=O)[H])(C([H])([H])[H])C([H])([H])[H])([H])([H])[H]
24934,24970,24970,030000260.pickle,030000260.csv,C(C(F)(F)F)(N(C(C(OC([H])([H])[H])=O)(P(OC([H])([H])[H])(OC([H])([H])[H])=O)[H])[H])=O
24935,24971,24971,030000280.pickle,030000280.csv,C=1(N2C(=NC(C1[H])=O)SC(=N2)S(C(C([H])([H])[H])([H])[H])(=O)=O)C([H])([H])[H]
24936,24972,24972,030000300.pickle,030000300.csv,C1(=C(C(=C(C2=C1C(OC2=O)(C(=O)N([H])[H])N(C3=C(C(=C(C(=C3[H])[H])C([H])([H])[H])[H])[H])[H])[H])[H])[H])[H]
24937,24973,24973,030000301.pickle,030000301.csv,C1(C#CC=2SC(=C(C2[H])[H])C#CC=3SC(=C(C3[H])[H])[H])=C(C(=C(S1)[H])[H])[H]
24938,24974,24974,030000340.pickle,030000340.csv,C=1(C(=C(C(=C(C1C(O[H])([H])[H])[H])N(C(C(C([H])([H])[H])([H])[H])([H])[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])C(O[H])([H])[H])[H])N(C(C(C([H])([H])[H])([H])[H])([H])[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H]
24939,24975,24975,030000380.pickle,030000380.csv,C1(=C(C(=C2C(=C1[H])OC(C(C2([H])[H])([H])[H])(C3=C(C(=C(C(=C3[H])[H])O[H])[H])[H])[H])[H])C(C(=C([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])O[H]
24940,24976,24976,030000420.pickle,030000420.csv,C=1(C2=C(C3=C(C(=C2OC(C1[H])=O)[H])OC(=C3[H])[H])OC(C(C4(C([H])([H])[H])C(C(=C(C(O4)(C([H])([H])[H])C([H])([H])[H])O[H])[H])=O)([H])[H])([H])[H])[H]
24941,24977,24977,030000421.pickle,030000421.csv,C1(C(C(C(=C(O1)Cl)C([H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])C(=O)Cl
24942,24978,24978,030000440.pickle,030000440.csv,C1(=NC(C(O1)([H])[H])([H])[H])C=2C(=C(C(=C(C2[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H]
24943,24979,24979,030000460.pickle,030000460.csv,C1(C(C(C(C(C1(C(C(OS(C(F)(F)F)(=O)=O)(C(OC([H])([H])[H])=O)[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
24944,24980,24980,030000480.pickle,030000480.csv,C(C(C([H])([H])[H])=NC(C(O[H])([H])[H])([H])[H])([H])([H])[H]
24945,24981,24981,030000500.pickle,030000500.csv,C=1(N(C(=C(C1C(=O)OC([H])([H])[H])C(=O)OC([H])([H])[H])C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H]
24946,24982,24982,030000520.pickle,030000520.csv,C1(=C(C(=C(C2=C1C(C(=C(O2)C=3C(=C(C(=C(C3[H])[H])Cl)[H])[H])[H])=O)[H])[H])C([H])([H])[H])[H]
24947,24983,24983,030000542.pickle,030000542.csv,C=1(C(=C(C(=C(C1N=O)[H])[H])Br)[H])[H]
24948,24984,24984,030000543.pickle,030000543.csv,C=1(C(=C(C(=C(C1N=O)[H])[H])Cl)[H])[H]
24949,24985,24985,030000544.pickle,030000544.csv,C=1(C(=C(C(=C(C1N=O)[H])[H])F)[H])[H]
24950,24986,24986,030000562.pickle,030000562.csv,C1(OC=2C(=C3C(=C(C2C(=C1[H])[H])[H])C(C(C(O3)(C([H])([H])[H])C([H])([H])[H])(OC(=O)C(=C(C(O[H])([H])[H])[H])C([H])([H])[H])[H])([H])[H])[H])=O
24951,24987,24987,030000563.pickle,030000563.csv,C=1(C(=C(C(=C(C1N=O)[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H]
24952,24988,24988,030000580.pickle,030000580.csv,C=1(C(=C(C(=C(C1[H])N=O)[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])[H]
24953,24989,24989,030000581.pickle,030000581.csv,C=1(C(=C(C(=C(C1N=O)[H])[H])C(C([H])([H])[H])([H])[H])[H])[H]
24954,24990,24990,030000583.pickle,030000583.csv,C=1(C(=C(C(=C(C1N=O)[H])[H])[H])[H])[H]
24955,24991,24991,030000584.pickle,030000584.csv,C1(N(C(C1([H])[H])([H])[H])[H])([H])[H]
24956,24992,24992,030000585.pickle,030000585.csv,C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(N(C([H])([H])[H])[H])[H]
24957,24993,24993,030000586.pickle,030000586.csv,C(N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])([H])[H]
24958,24994,24994,030000587.pickle,030000587.csv,C(N(C([H])([H])[H])[H])(C(C([H])([H])[H])([H])[H])([H])[H]
24959,24995,24995,030000588.pickle,030000588.csv,C(N(C([H])([H])[H])[H])(C([H])([H])[H])([H])[H]
24960,24996,24996,030000601.pickle,030000601.csv,C(C(C(S(OC([H])([H])[H])=O)([H])[H])([H])[H])([H])([H])[H]
24961,24997,24997,030000602.pickle,030000602.csv,C(S(=O)OC([H])([H])[H])([H])([H])[H]
24962,24998,24998,030000603.pickle,030000603.csv,C=1(C(=C(C(=C(C1S(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])=O)[H])[H])[H])[H])[H]
24963,24999,24999,030000604.pickle,030000604.csv,C(C(S(C(C(C([H])([H])[H])([H])[H])([H])[H])=O)([H])[H])(C([H])([H])[H])([H])[H]
24964,25000,25000,030000605.pickle,030000605.csv,C(C(S(C(C([H])([H])[H])([H])[H])=O)([H])[H])([H])([H])[H]
24965,25001,25001,030000606.pickle,030000606.csv,C(S(O[H])=O)(C([H])([H])[H])(C([H])([H])[H])[H]
24966,25002,25002,030000607.pickle,030000607.csv,C(C(C(S(=O)O[H])([H])[H])([H])[H])([H])([H])[H]
24967,25003,25003,030000608.pickle,030000608.csv,C(C(S(=O)O[H])([H])[H])([H])([H])[H]
24968,25004,25004,030000609.pickle,030000609.csv,C(S(O[H])=O)([H])([H])[H]
24969,25005,25005,030000610.pickle,030000610.csv,C1(C(C(C(C(C1(S[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
24970,25006,25006,030000630.pickle,030000630.csv,C1(SSC2=C(C(=C(C(=C2[H])[H])[H])[H])[H])=C(C(=C(C(=C1[H])[H])[H])[H])[H]
24971,25007,25007,030000631.pickle,030000631.csv,C(SSC(C(C([H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])([H])[H]
24972,25008,25008,030000632.pickle,030000632.csv,C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])OC2=C(C(=C(C(=C2[H])[H])[H])[H])[H]
24973,25009,25009,030000633.pickle,030000633.csv,C1(=NC(=NN=C1[H])[H])[H]
24974,25010,25010,030000634.pickle,030000634.csv,C=1(C(=C(N=NN1)[H])[H])[H]
24975,25011,25011,030000635.pickle,030000635.csv,C=1(SC(=C(C1C([H])([H])[H])[H])[H])[H]
24976,25012,25012,030000636.pickle,030000636.csv,C=1(N(C(=C(C1[H])[H])[H])[H])C([H])([H])[H]
24977,25013,25013,030000650.pickle,030000650.csv,C=1(C(=C(N=C(C1[H])[H])[H])[H])C(=O)O[H]
24978,25014,25014,030000651.pickle,030000651.csv,C=1(C(=C(C(=C(N1)[H])[H])[H])[H])[N+]([O-])=O
24979,25015,25015,030000652.pickle,030000652.csv,C1(C(C(C2(C1(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H]
24980,25016,25016,030000653.pickle,030000653.csv,C1(C2(C(C(C(C1([H])[H])([H])[H])([H])[H])(C(C(C2([H])[H])([H])[H])([H])[H])[H])[H])([H])[H]
24981,25017,25017,030000654.pickle,030000654.csv,C1(C(C(C2(C1(C(C(C2([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H]
24982,25018,25018,030000655.pickle,030000655.csv,C1(C2(C(C(C(C1([H])[H])([H])[H])([H])[H])(C(C2([H])[H])([H])[H])[H])[H])([H])[H]
24983,25019,25019,030000656.pickle,030000656.csv,C1(C2(C(C(C(C1([H])[H])([H])[H])([H])[H])(C(C2([H])[H])([H])[H])[H])[H])([H])[H]
24984,25020,25020,030000658.pickle,030000658.csv,C1(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
24985,25021,25021,030000659.pickle,030000659.csv,C1(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
24986,25022,25022,030000660.pickle,030000660.csv,C1(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
24987,25023,25023,030000661.pickle,030000661.csv,C1(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
24988,25024,25024,030000662.pickle,030000662.csv,C1(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
24989,25025,25025,030000663.pickle,030000663.csv,C1(C(C(C(C(C(C(C(C(C(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
24990,25026,25026,030000664.pickle,030000664.csv,C1(C(C(C(C(C(C(C(C(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
24991,25027,25027,030000680.pickle,030000680.csv,C1(C(C(C(C(C(C(C(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
24992,25028,25028,030000700.pickle,030000700.csv,C1(C(C(C(C(C(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
24993,25029,25029,030000702.pickle,030000702.csv,C1(C(C(C(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
24994,25030,25030,030000703.pickle,030000703.csv,C1(C(C(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
24995,25031,25031,030000704.pickle,030000704.csv,C1(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H]
24996,25032,25032,030000706.pickle,030000706.csv,C(#CC(C([H])([H])[H])=O)[H]
24997,25033,25033,030000707.pickle,030000707.csv,C(#CF)[H]
24998,25034,25034,030000709.pickle,030000709.csv,C(=C=C(C([H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H]
24999,25035,25035,030000710.pickle,030000710.csv,C(C(=C=C([H])[H])[H])(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
25000,25036,25036,030000730.pickle,030000730.csv,C(=C=C(C(C(C([H])([H])[H])([H])[H])([H])[H])[H])([H])[H]
25001,25037,25037,030000731.pickle,030000731.csv,C(=C=C(C(C([H])([H])[H])([H])[H])[H])([H])[H]
25002,25038,25038,030000732.pickle,030000732.csv,C(=C(C(=C(C([H])([H])[H])[H])[H])[H])(C([H])([H])[H])[H]
25003,25039,25039,030000733.pickle,030000733.csv,C(=C(C(=C(C([H])([H])[H])[H])[H])[H])(C([H])([H])[H])[H]
25004,25040,25040,030000734.pickle,030000734.csv,C(=C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])([H])[H]
25005,25041,25041,030000735.pickle,030000735.csv,C=1(C(=C(C(=C(C1[H])[H])C(=C(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H]
25006,25042,25042,030000736.pickle,030000736.csv,C(C(C([H])([H])[H])=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])([H])[H]
25007,25043,25043,030000737.pickle,030000737.csv,C(C(C([H])([H])[H])=C(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])([H])([H])[H]
25008,25044,25044,030000738.pickle,030000738.csv,C(C(C([H])([H])[H])=C(C(C(C([H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H]
25009,25045,25045,030000739.pickle,030000739.csv,C(C(C([H])([H])[H])=C(C(C([H])([H])[H])([H])[H])[H])([H])([H])[H]
25010,25046,25046,030000752.pickle,030000752.csv,C(=C(C(C([H])([H])[H])(C([H])([H])[H])[H])C([H])([H])[H])([H])[H]
25011,25047,25047,030000753.pickle,030000753.csv,C(C(=C([H])[H])C(C(C([H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
25012,25048,25048,030000754.pickle,030000754.csv,C(C(C([H])([H])[H])=C([H])[H])([H])([H])[H]
25013,25049,25049,030000755.pickle,030000755.csv,C(C(=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])([H])[H]
25014,25050,25050,030000756.pickle,030000756.csv,C(C(=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])([H])[H]
25015,25051,25051,030000757.pickle,030000757.csv,C(C(=C(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])([H])([H])[H]
25016,25052,25052,030000758.pickle,030000758.csv,C(C(=C(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])([H])([H])[H]
25017,25053,25053,030000759.pickle,030000759.csv,C(C(=C(C(C([H])([H])[H])([H])[H])[H])[H])([H])([H])[H]
25018,25054,25054,030000760.pickle,030000760.csv,C(C(=C(C(C([H])([H])[H])([H])[H])[H])[H])([H])([H])[H]
25019,25055,25055,030000761.pickle,030000761.csv,C(C(=C(C([H])([H])[H])[H])[H])([H])([H])[H]
25020,25056,25056,030000762.pickle,030000762.csv,C(=C(C([H])([H])[H])[H])(C([H])([H])[H])[H]
25021,25057,25057,030000763.pickle,030000763.csv,C(=O)(N([H])[H])C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
25022,25058,25058,030000764.pickle,030000764.csv,C(C(C(C(C(C(C([H])([H])[H])=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
25023,25059,25059,030000765.pickle,030000765.csv,C(C(C(C([H])([H])[H])([H])[H])([H])[H])(P(C([H])([H])[H])C([H])([H])[H])([H])[H]
25024,25060,25060,030000766.pickle,030000766.csv,C(C(C(C(C(C(C(N(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])([H])[H]
25025,25061,25061,030000767.pickle,030000767.csv,C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(S[H])([H])[H]
25026,25062,25062,030000768.pickle,030000768.csv,C(C(C(C(C(C(C(I)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
25027,25063,25063,030000769.pickle,030000769.csv,C(C(C(C(C(C(C(Cl)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
25028,25064,25064,030000770.pickle,030000770.csv,C(C(C(C(F)([H])[H])([H])[H])([H])[H])([H])([H])[H]
25029,25065,25065,030000771.pickle,030000771.csv,C(N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])(C([H])([H])[H])=O
25030,25066,25066,030000790.pickle,030000790.csv,C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(=C(C(C([H])([H])[H])=O)[H])O[H]
25031,25067,25067,030000812.pickle,030000812.csv,C(P(Cl)Cl)([H])([H])[H]
25032,25068,25068,030000813.pickle,030000813.csv,C(P(Br)Br)([H])([H])[H]
25033,25069,25069,030000829.pickle,030000829.csv,C(Cl)(Cl)(F)Cl
25034,25070,25070,030000885.pickle,030000885.csv,C=1(C(=C(C(=C(C1C(F)(F)F)[H])[H])[H])[H])[H]
25035,25071,25071,030000900.pickle,030000900.csv,C1(OC(C(C1(C(=C(C=2C(=C(C(=C(C2Br)[H])[H])OC([H])([H])[H])[H])[H])[H])[H])(C(C(C(O[H])([H])[H])([H])[H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])=O
25036,25072,25072,030000920.pickle,030000920.csv,C=1(C(=C(C(=C(C1OC([H])([H])[H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H]
25037,25073,25073,030000923.pickle,030000923.csv,C(C(=C(C(C(C([H])([H])[H])=O)([H])[H])[H])[H])([H])([H])[H]
25038,25074,25074,030001000.pickle,030001000.csv,C=1(C(=C(C(=C(C1[H])[H])C(=C(C2=C(C(=C(C3=C2C(=C(C(=N3)[H])[H])[H])OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[H])[H])OC([H])([H])[H]
25039,25075,25075,030001040.pickle,030001040.csv,C1(=C(C(=C(C(=C1[H])[H])OC([H])([H])[H])[H])[H])C(=C(C([H])([H])[H])[H])[H]
25040,25076,25076,030001041.pickle,030001041.csv,C(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])(=C(C(=O)C([H])([H])[H])[H])[H]
25041,25077,25077,030001060.pickle,030001060.csv,C(C(OC1=C(C(=C(N(C(=O)C2=C(OC(OC2=O)(C([H])([H])[H])C([H])([H])[H])O[H])[H])C(=C1[H])[H])[H])[H])([H])[H])([H])([H])[H]
