,hnmr,graph,file,smiles
4156,020111959.csv,020111959.pickle,020111959,O(C(=O)C(C(C(=C([H])[H])[H])([H])[H])([H])[H])[H]
4158,020171768.csv,020171768.pickle,020171768,O1C(OC(C2(C(C(C(C(O2)(OC3(C(OC(C(C3(OC([H])([H])[H])[H])(O[H])[H])(OC4(C(C5(C(C(C4([H])[H])([H])[H])(C6(C(C(C7(C(C6(C(C5([H])[H])([H])[H])[H])(O[H])C(C(C7(C8=C(C(OC8([H])[H])=O)[H])[H])([H])[H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])(C([H])([H])[H])[H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])([H])[H])(C(C(C(C1(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H]
4160,010021785.csv,010021785.pickle,010021785,C=1(OC(C(C(C1OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])(OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])(C(OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])[H]
4164,020000200.csv,020000200.pickle,020000200,C1(=C(C(=C(C(=C1C(=O)OC([H])([H])[H])O[H])C(=O)OC([H])([H])[H])O[H])[H])C(C(OC([H])([H])[H])=O)([H])[H]
4165,020096919.csv,020096919.pickle,020096919,C1(=C2C(=C(C3=C1C(=O)OC3=O)[H])C(=O)OC2=O)[H]
4169,010021997.csv,010021997.pickle,010021997,C1(=NC(=C(C(=C1[H])C2=C(C(=C(C(=C2OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])C3=C(C(=C(C(=C3[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])C4=C(C(=C(C(=C4[H])[H])[H])[H])[H]
4171,020097232.csv,020097232.pickle,020097232,C1(=C(C(=C(C(=C1[H])[H])C2=C(C(=C(C(=C2[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])[H])[H])[H])[H]
4174,010022169.csv,010022169.pickle,010022169,C1(=C(C(=C(C(=C1[H])[H])C#CC2=C(C(=C(C(=C2[H])[H])C#N)[H])[H])[H])[H])N(C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
4175,010021848.csv,010021848.pickle,010021848,C(=C(C([H])([H])[H])C(=O)OC(C(O[H])(C(N([H])C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H]
4176,020162062.csv,020162062.pickle,020162062,C1(=C(C(=C(C(=C1[H])[H])C(F)(F)F)[H])[H])C(=O)C([H])([H])[H]
4179,020097620.csv,020097620.pickle,020097620,C(C(=O)C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])([H])[H]
4180,020097211.csv,020097211.pickle,020097211,C1(=C(C(=C(C(=C1[N+]([O-])=O)[H])Cl)O[H])[H])[H]
4182,010021847.csv,010021847.pickle,010021847,C(=C(C(=O)OC(C(OC(=O)N([H])C(C(C(C(C(C(N([H])C(OC(C(OC(=O)C(=C([H])[H])C([H])([H])[H])([H])[H])([H])[H])=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])([H])[H]
4183,020027189.csv,020027189.pickle,020027189,C=1(OC([H])([H])[H])SC(=C(C1[H])[H])C#CC=2SC(=C(C2[H])[H])C(=O)[H]
4189,000021159.csv,000021159.pickle,000021159,C1(=C(C(=C(C2=C1C(=O)N(C2=C(C#N)N([H])[H])C([H])([H])[H])[H])[H])[H])[H]
4190,000075351.csv,000075351.pickle,000075351,C=1(C(=C(C(=C(C1C(C#N)(C2(C(=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])O[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[H]
4196,010016041.csv,010016041.pickle,010016041,C1(C(OC1([H])[H])([H])[H])([H])[H]
4197,020039571.csv,020039571.pickle,020039571,C=1(C(=C(C(=C(C1[N+](=O)[O-])[H])Br)[H])[H])C([H])([H])[H]
4201,020100349.csv,020100349.pickle,020100349,C1(C(C(=C(O1)C(C(C(C(C(=C(C(=C(C(C(C(=C(C([H])([H])[H])[H])C([H])([H])[H])(O[H])[H])(C([H])([H])[H])[H])[H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])(O[H])[H])([H])[H])C([H])([H])[H])=O)(C([H])([H])[H])O[H]
4202,010021717.csv,010021717.pickle,010021717,C([N+](C(C(=C([H])[H])[H])([H])[H])(C([H])([H])[H])C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(=C([H])[H])[H])([H])[H]
4206,020045199.csv,020045199.pickle,020045199,C(#N)C(C(N(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H]
4208,010017782.csv,010017782.pickle,010017782,C(C(C([H])([H])[H])(C([H])([H])[H])[H])(N(N=O)C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H]
4214,020173325.csv,020173325.pickle,020173325,N12C(C(=C(C(=C1[H])[H])C([H])([H])[H])[H])=C3C(C(C(C(C(C(C3=C2C(=O)OC([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
4216,010022372.csv,010022372.pickle,010022372,C1(N(C(C2(N(C1([H])[H])C(C(C2([H])[H])(C([H])([H])[H])O[H])=O)[H])=O)C(C(=O)OC([H])([H])[H])([H])[H])([H])[H]
4220,020167896.csv,020167896.pickle,020167896,O1C2(C(C(C(C3(C2(OB(O3)C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])[H])[H])([H])[H])(C1=O)OC(=O)C([H])([H])[H])([H])[H])[H]
4226,020100347.csv,020100347.pickle,020100347,C(C(C(C#CC#CC([H])=C=C([H])C(C(C(C(C(C(C(=O)O[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
4230,010022462.csv,010022462.pickle,010022462,C12=C(C(=C(C3=C1C(=C(N3[H])[H])C4=C(N=C2C5=C(C(=C(C(=C5[H])[H])Cl)[H])[H])N=C(N4C([H])([H])[H])[H])[H])[H])[H]
4231,020096881.csv,020096881.pickle,020096881,C(C(C(C(=O)N(N([H])[H])[H])([H])[H])([H])[H])(C(C(=O)N(N([H])[H])[H])([H])[H])([H])[H]
4232,020112330.csv,020112330.pickle,020112330,O=[N+]([O-])C=1C(=C(C(C(=O)N(N([H])[H])[H])=C(C1[H])[H])[H])[H]
4233,010016180.csv,010016180.pickle,010016180,N1(C(C(=C(C1=O)[H])[H])=O)[H]
4235,010018721.csv,010018721.pickle,010018721,C1(=C(C(=C(C(=C1[H])Cl)[H])[H])[H])C(=O)C([H])([H])[H]
4236,020096858.csv,020096858.pickle,020096858,C(C=1C(=C(C(=C2C(C([H])([H])[H])=C(C(=C(C12)[H])[H])[H])[H])[H])[H])([H])([H])[H]
4237,010022774.csv,010022774.pickle,010022774,C(C(C(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])(C(C(S(=O)(=O)C=1C(=C(C(=C(C1C(=C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])[H])[H])C(=C(C=3C(=C(C(=C(C3[H])[H])[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H]
4239,010016806.csv,010016806.pickle,010016806,C(C(C(C(=O)O[H])([H])[H])(S[H])[H])(=O)O[H]
4247,010022086.csv,010022086.pickle,010022086,C1(=C(C(=C(C(=C1O[H])C(=O)C(C2=C(C(=C(C(=C2[H])[H])Cl)[H])[H])([H])[H])[H])[H])O[H])C([H])([H])[H]
4253,020097214.csv,020097214.pickle,020097214,C(C(C(C(C(C(C(C(Cl)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
4255,020093241.csv,020093241.pickle,020093241,C=1(C(=C(C(=C(C1C2(C3(C4=C(O2)C(=C(OC4=O)C(=C(C=5C(=C(C(=C(C5[H])[H])O[H])OC([H])([H])[H])[H])[H])[H])[H])C(C(=C(O3)C([H])([H])[H])[H])=O)[H])[H])[H])O[H])O[H])[H]
4258,020096464.csv,020096464.pickle,020096464,C1(=C(C(=C(C(=C1C=2C(=C(C(=C(C2[H])[H])Cl)[H])[H])[H])[H])Cl)[H])[H]
4263,010021703.csv,010021703.pickle,010021703,C([H])#CC(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])O[H]
4267,020111964.csv,020111964.pickle,020111964,S(C1(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])[H]
4268,020171745.csv,020171745.pickle,020171745,O1C(OC2(C(C3(C(C(C2([H])[H])([H])[H])(C4(C(C(C5(C(C4(C(C3([H])[H])([H])[H])[H])(O[H])C(C(C5(C6=C(C(OC6([H])[H])=O)[H])[H])(O[H])[H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])[H])([H])[H])[H])(C(C(C(C1(C([H])([H])[H])[H])(O[H])[H])(OC([H])([H])[H])[H])(O[H])[H])[H]
4275,020027711.csv,020027711.pickle,020027711,C1(=C(C(=C(C(=C1[H])C([H])([H])[H])[H])[H])Br)[H]
4277,010020690.csv,010020690.pickle,010020690,C(C(C([H])([H])[H])(C([H])([H])[H])C(C(=O)C([H])([H])[H])([H])[H])([H])([H])[H]
4278,000020379.csv,000020379.pickle,000020379,C=1(C(=C(C(=C(C1OC(C(=O)Cl)([H])[H])[H])[H])[H])[H])[H]
4279,020027388.csv,020027388.pickle,020027388,C1(C(C(N(C(N1[H])=O)[H])=O)([H])[H])=O
4282,010021826.csv,010021826.pickle,010021826,C1(=C(C(=C(C(=C1[H])[H])C([H])([H])[H])[H])[H])S(OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(=O)=O
4285,020097239.csv,020097239.pickle,020097239,C(C(OC(C(OC(C(OC(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
4286,000020040.csv,000020040.pickle,000020040,C=1(C(=C(C(=C(C1Cl)C#N)Cl)[H])[H])[H]
4288,010021787.csv,010021787.pickle,010021787,C=1(SC(=NC1C([H])([H])[H])N(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])C(=O)[H]
4292,020096861.csv,020096861.pickle,020096861,C(C=1C(=C(C(=C2C3=C(C(=C(C(=C3C(=C(C12)[H])[H])[H])[H])[H])[H])[H])[H])[H])([H])([H])[H]
4293,010021812.csv,010021812.pickle,010021812,C1(C(C(C(C2=C1C(N(C2([H])[H])C(C(C([H])([H])[H])([H])[H])([H])[H])=O)([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H]
4294,010016606.csv,010016606.pickle,010016606,C(C(C(Br)([H])[H])(Br)[H])(Br)([H])[H]
4296,010021825.csv,010021825.pickle,010021825,C1(=C(C(=C(C(=C1OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])C(=C(C3=C(C(=C(C(=C3[H])[H])C(O[H])([H])[H])[H])[H])[H])[H])[H])[H])[H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H]
4300,010016222.csv,010016222.pickle,010016222,N1(N=C(C(=C1[H])[H])[H])C([H])([H])[H]
4303,020143552.csv,020143552.pickle,020143552,C1(=C(C(=C(C(=C1C2(C(C(OC(O2)([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H])[H]
4306,010021883.csv,010021883.pickle,010021883,C1(=C(C(=C(C2=C1C(C(N2S(=O)(=O)C([H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H]
4308,010021601.csv,010021601.pickle,010021601,C(OC1=C(OC([H])([H])[H])C(=C2C(C(C([H])([H])[H])([H])[H])=C3C(=C(OC([H])([H])[H])C(OC([H])([H])[H])=C(C3=C(C(C([H])([H])[H])([H])[H])C2=C1[H])[H])[H])[H])([H])([H])[H]
4316,020062593.csv,020062593.pickle,020062593,[H]N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)C(C(C(C(O[H])([H])[H])([H])[H])([H])[H])(N([H])C1(C(OC(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)(C(OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(OC(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)(C(O1)([H])[H])[H])[H])[H])[H])[H]
4317,020000224.csv,020000224.pickle,020000224,C([Si](Cl)(Cl)C([H])([H])[H])([H])([H])[H]
4318,020096843.csv,020096843.pickle,020096843,C1(=C(C(=C(C(=C1[H])[H])C(N(C(C([O-])=O)([H])[H])[H])=O)[H])[H])[H]
4323,010021681.csv,010021681.pickle,010021681,C1(C(C(N(C1([H])[H])C(=O)C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])(N([H])C(=O)C(N([H])[H])(C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])[H])[H])(C(=O)N(C(C(C(C(=O)O[H])([H])[H])([H])[H])(C(=O)N(C(C(C(=O)N([H])[H])([H])[H])(C(=O)N(C(C(C(C(=O)O[H])([H])[H])([H])[H])(C(=O)N3C(C(C(C3([H])[H])([H])[H])([H])[H])(C(=O)N4C(C(C(C4([H])[H])([H])[H])([H])[H])(C(=O)O[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])([H])[H])([H])[H]
4324,010022017.csv,010022017.pickle,010022017,C1(=C2C(=C(C(=C1C(=C(C(=O)OC(C([H])([H])[H])([H])[H])C#N)[H])[H])[H])OC(O2)([H])[H])[H]
4328,020096852.csv,020096852.pickle,020096852,ClC(C(OC(C(Cl)([H])[H])([H])[H])([H])[H])([H])[H]
4330,020096481.csv,020096481.pickle,020096481,C(C(C(C#C[H])(O[H])[H])([H])[H])([H])([H])[H]
4332,010021813.csv,010021813.pickle,010021813,C(C(C(OC1=C(C(=C(OC(C(C([H])([H])[H])([H])[H])([H])[H])C(=C1[H])C#CC=2C(=C(OC(C(C([H])([H])[H])([H])[H])([H])[H])C(=C(C2OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])([H])[H]
4334,020174804.csv,020174804.pickle,020174804,N1=C2C3=C(C(C=4N(C(=C(C(C1([H])[H])([H])[H])C42)[H])C([H])([H])[H])=O)N(C(C(C35C(=C(C(C(=C5[H])Br)=O)Br)[H])([H])[H])([H])[H])[H]
4335,020055891.csv,020055891.pickle,020055891,C1(=C(C(=C(C(=C1N([H])[H])[H])[H])I)[H])[H]
4336,010021687.csv,010021687.pickle,010021687,C1(=C(C(=C(C(=C1[H])C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])[H])C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=C(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])[H]
4339,010016047.csv,010016047.pickle,010016047,S1C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H]
4347,020097643.csv,020097643.pickle,020097643,C(C=1C(=C(C(=C(C1[H])S[H])[H])[H])[H])([H])([H])[H]
4348,010027826.csv,010027826.pickle,010027826,C1(C=2C(OC(C2C(C3(C1(O3)[H])[H])(O[H])[H])([H])[H])(C(C(C(C([H])([H])[H])([H])[H])([H])[H])(O[H])[H])[H])(O[H])[H]
4349,020096495.csv,020096495.pickle,020096495,C(C(C([H])([H])[H])(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H]
4355,000009876.csv,000009876.pickle,000009876,C=1(C(=C(C(=O)[H])C(=C(C1[H])[H])Br)[H])OC([H])([H])[H]
4359,010022042.csv,010022042.pickle,010022042,C=1(C(=NC(=C(C1[H])[H])C2=NC(=C(C(=C2[H])[H])[H])[H])O[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H]
4360,010022216.csv,010022216.pickle,010022216,C=1(C(=C(C(=C(C1[H])OC(OC([H])([H])[H])([H])[H])OC([H])([H])[H])[H])[H])C(=O)[H]
4362,020050816.csv,020050816.pickle,020050816,C=1(ON=C(C1[H])SC([H])([H])[H])C2=C(C(=C(C(=C2[H])[H])OC([H])([H])[H])[H])[H]
4363,020000222.csv,020000222.pickle,020000222,C(OB1OB(OB(O1)OC([H])([H])[H])OC([H])([H])[H])([H])([H])[H]
4364,010016434.csv,010016434.pickle,010016434,C(C(=C(C(C([H])([H])[H])(C([H])([H])[H])[H])C([H])([H])[H])[H])([H])([H])[H]
4367,020143618.csv,020143618.pickle,020143618,C1(N(C(C(C(C1([H])[H])(O[H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H]
4371,020173967.csv,020173967.pickle,020173967,O1C(C(C(C(C1(C([H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])(OC2(C3(C(C4(C2(O4)[H])C(OC(=O)C(=C(C=5C(=C(C(=C(C5[H])[H])[H])[H])[H])[H])[H])([H])[H])(C(OC(=C3[H])[H])(OC6(C(C(C(C(O6)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])[H])[H])[H])[H]
4373,020045578.csv,020045578.pickle,020045578,C(C(N(C(C(O[H])([H])[H])([H])[H])C([H])([H])[H])([H])[H])(O[H])([H])[H]
4374,010021636.csv,010021636.pickle,010021636,C1(C(C(C(N1C(=C(C(OC(C([H])([H])[H])([H])[H])=O)[H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
4377,020096916.csv,020096916.pickle,020096916,C(C(C(C(C(C(C(C(C(C(C(C(=O)OC(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
4385,020175586.csv,020175586.pickle,020175586,N1(N=C(C(=C(C1=N[H])C#N)[H])[N+]([O-])=O)C=2C(=C(C(=C(C2[H])[H])OC([H])([H])[H])[H])[H]
4386,020031248.csv,020031248.pickle,020031248,C=1(C(=C(C(=C(C1[H])[H])N(C(C(O[H])([H])[H])([H])[H])[H])[H])[H])[H]
4387,010022031.csv,010022031.pickle,010022031,C1(=C(C(=C(C2=C1C3=C(N2C(=O)C([H])([H])[H])C(C4(C(C3([H])[H])(C(N(C4=O)[H])=O)[H])[H])([H])[H])[H])[H])[H])[H]
4390,010022295.csv,010022295.pickle,010022295,C1(=C(C(=C(C(=C1[H])[H])C#CC2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])N(C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
4393,010022028.csv,010022028.pickle,010022028,C(N(C(C(C(=O)N([H])[H])([H])[H])(C(=O)N(C(C([H])([H])[H])(C(=O)OC(C(=C([H])[H])[H])([H])[H])[H])[H])[H])[H])(=O)OC(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])([H])[H]
4395,020097208.csv,020097208.pickle,020097208,C1(=C(C(=C(C(=C1S(O[H])(=O)=O)[H])[H])Cl)[H])[H]
4396,020111980.csv,020111980.pickle,020111980,O(C(C([H])([H])[H])(C(=C([H])[H])[H])[H])C(=O)C([H])([H])[H]
4398,020123560.csv,020123560.pickle,020123560,C(=O)(O[H])C(C(I)([H])[H])([H])[H]
4399,010028026.csv,010028026.pickle,010028026,C1(C(C(C(C(C1(C([H])([H])[H])C([H])([H])[H])=O)(O[H])C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])(OC2(C(C(C(C(O2)(C(OC(C=3C(=C(C(=C(C3[H])O[H])O[H])O[H])[H])=O)([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])(C([H])([H])[H])C([H])([H])[H])=O
4405,020143917.csv,020143917.pickle,020143917,C(C(=O)C(C(C([H])([H])[H])(C([H])([H])[H])N(C(=O)C(=C([H])[H])[H])[H])([H])[H])([H])([H])[H]
4409,010021908.csv,010021908.pickle,010021908,C1(=C(C(=C(C2=C1C(=C(N2C(C#CC([H])([H])[H])([H])[H])[H])C(C(N(C(=O)OC(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])[H])[H])[H])[H]
4410,020109406.csv,020109406.pickle,020109406,C=1(C(=C(C(=C(C1[H])[H])[H])N=NC=2C(=C(C(=C(C2[H])[H])N([H])[H])[H])[H])[H])[H]
4415,020032328.csv,020032328.pickle,020032328,C1(=NN(C(=C1[H])[H])[H])C([H])([H])[H]
4419,010022071.csv,010022071.pickle,010022071,C1(=C(C(=C(C(=C1C(=O)C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])[H])[H])C(=O)O[H]
4424,010022766.csv,010022766.pickle,010022766,C(C(C([H])([H])[H])(C([H])([H])[H])OC(=O)C(C(C([H])([H])[H])(C([H])([H])[H])[H])(N(C(C(=C(C=1C(=C(C([N+]([O-])=O)=C(C1[H])[H])[H])[H])[H])[H])([H])[H])[H])[H])([H])([H])[H]
4425,020100348.csv,020100348.pickle,020100348,C(C(C(C#CC#CC([H])=C=C([H])C(C(C(C(C(C(C(C(O[H])=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
4428,010021904.csv,010021904.pickle,010021904,C1(=C(C(=C(C(=C1[H])OC(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])C(=C(C3=C(C(=C(C(=C3[H])OC(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])OC(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H])[H])[H])OC(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H]
4431,020097224.csv,020097224.pickle,020097224,C(C(C(C(C(C(N([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(N([H])[H])([H])[H]
4433,010022414.csv,010022414.pickle,010022414,C1(=C(C(=C(C(=C1[H])OC([H])([H])[H])OC([H])([H])[H])[H])C(C(N(C(=O)C(C(C([H])([H])[H])([H])[H])(N(S(=O)(=O)C2=C(C(=C(C(=C2[N+](=O)[O-])[H])[H])[H])[H])C(C(=C([H])[H])[H])([H])[H])[H])[H])([H])[H])([H])[H])[H]
4434,010021792.csv,010021792.pickle,010021792,C1(=C(C(=C(C(=C1[H])OC([H])([H])[H])C(=C(C2=C(C(=C(C(=C2[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=C(C3=C(C(=C(C(=C3[H])OC([H])([H])[H])[H])[H])OC([H])([H])[H])[H])[H])[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])OC([H])([H])[H])[H]
4438,000010592.csv,000010592.pickle,000010592,C=1(C(C(=C(C#N)C#N)[H])=C(C(=C(C1[H])O[H])[H])[H])[H]
4440,020097177.csv,020097177.pickle,020097177,C(C=1C(=C(C(=C(C1SC([H])([H])[H])[H])[H])O[H])[H])([H])([H])[H]
4441,020111753.csv,020111753.pickle,020111753,S(=O)(=O)([O-])C(C(=C([H])[H])[H])([H])[H]
4444,020143626.csv,020143626.pickle,020143626,C1(N(C(N(C(N1C(C(O[H])([H])[H])([H])[H])=O)C(C(O[H])([H])[H])([H])[H])=O)C(C(O[H])([H])[H])([H])[H])=O
4446,010022250.csv,010022250.pickle,010022250,C=1(N2C3=C(C1[H])C(=C(C(=[N+]3C(=C(C2=O)C([H])([H])[H])[O-])[H])[H])[H])[H]
4453,010022089.csv,010022089.pickle,010022089,C1(=C(C(=C(C2=C1OC(=C(C2=O)C3=C(C(=C(C(=C3[H])[N+](=O)[O-])O[H])[H])[H])[H])[H])[H])O[H])[H]
4459,010021906.csv,010021906.pickle,010021906,C1(=C(C(=C(C(=C1[H])OC(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])C(=C(C3=C(C(=C(C(=C3[H])OC(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=C(C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])[H])[H])[H])OC(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H])[H])[H])OC(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=C(C5=C(C(=C(C(=C5[H])[H])[H])[H])[H])[H])[H]
4462,020097930.csv,020097930.pickle,020097930,C(C(C([H])([H])[H])(C([H])([H])[H])N(C(=O)[H])[H])([H])([H])[H]
4463,010021850.csv,010021850.pickle,010021850,C1(=C(C(=C(C2=C1C(=O)N(C2=O)C(C(C(C(C(C(O[H])(C(C(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])([H])[H])(C(=O)N4C(OC(C4(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])([H])[H])=O)[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H]
4466,010016646.csv,010016646.pickle,010016646,C(#CC(C([H])([H])[H])(O[H])[H])[H]
4468,020096425.csv,020096425.pickle,020096425,C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])([H])[H]
4474,010021664.csv,010021664.pickle,010021664,C1(=C(C(=C(C(=C1[H])[H])N(C(C([H])([H])[H])([H])[H])C(C(Cl)([H])[H])([H])[H])[H])[H])C(=O)[H]
4477,010022013.csv,010022013.pickle,010022013,C1(N(C(C(C1([H])[H])([H])[H])([H])[H])C(C(F)([H])[H])([H])[H])(C=2ON=C(C2[H])C([H])([H])[H])[H]
