,Unnamed: 0.1,index,Unnamed: 0,graph,cnmr,smiles
13272,13272,13286,13286,020055126.pickle,020055126.csv,C1(=C(C=2C(=C(C(=C(C2[H])[H])[H])[H])OC([H])([H])[H])N=NS1)[H]
13273,13273,13287,13287,020055128.pickle,020055128.csv,C1(C(N(C(C([H])([H])[H])(S1)[H])N=O)([H])[H])([H])[H]
13274,13274,13288,13288,020055129.pickle,020055129.csv,C1(C(N(C(S1)([H])[H])C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
13275,13275,13289,13289,020055130.pickle,020055130.csv,C1(C(N(C(SC1([H])[H])(C([H])([H])[H])[H])C(C([H])([H])[H])([H])[H])([H])[H])([H])[H]
13276,13276,13290,13290,020055131.pickle,020055131.csv,C1(C(N(C(S1)([H])[H])[H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H]
13277,13277,13291,13291,020055132.pickle,020055132.csv,C1(N(C([H])([H])[H])N(C(SC1([H])[H])(C([H])([H])[H])[H])C([H])([H])[H])([H])[H]
13278,13278,13292,13292,020055133.pickle,020055133.csv,C1(C(N(C(=S)S1)[H])(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])([H])[H]
13279,13279,13293,13293,020055134.pickle,020055134.csv,C1(C(N(C(=S)S1)[H])(C(C([H])([H])[H])([H])[H])[H])(C(C([H])([H])[H])([H])[H])[H]
13280,13280,13294,13294,020055137.pickle,020055137.csv,C1(C(C(C(C2=C1C(=C(C(=C2C([H])([H])[H])[H])[H])C(OC([H])([H])[H])([H])[H])([H])[H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])[H])(O[H])[H])=O
13281,13281,13295,13295,020055138.pickle,020055138.csv,C1(C(C(C(C2=C1C(=C(C(=C2[H])[H])O[H])C([H])([H])[H])=O)([H])[H])(C(=C([H])[H])C([H])([H])[H])[H])([H])[H]
13282,13282,13296,13296,020055139.pickle,020055139.csv,C1(C(C(C(C2=C1C(=C(C(=C2[H])C([H])([H])[H])O[H])[H])=O)([H])[H])([H])[H])(C([H])([H])[H])[H]
13283,13283,13297,13297,020055140.pickle,020055140.csv,C1(C(C(=C(C2=C1C(=C(C(=C2[H])[H])C([H])([H])[H])C(C(C(C(O[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])=O)=O
13284,13284,13298,13298,020055141.pickle,020055141.csv,C1(=C(C(=C(C2=C1C(=C(C(=C2C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])C([H])([H])[H])[H])C(=O)O[H])[H])[H]
13285,13285,13299,13299,020055142.pickle,020055142.csv,C1(=C(C(=C(C2=C1C(=C(C(=C2C(=O)[H])[H])[H])OC([H])([H])[H])O[H])[H])[H])[H]
13286,13286,13300,13300,020055143.pickle,020055143.csv,C1(=C(C(=C(C2=C1C(=C(C(=C2C(=O)[H])[H])[H])OC([H])([H])[H])[H])[H])[H])[H]
13287,13287,13301,13301,020055145.pickle,020055145.csv,C1(N(C(SC(C1([H])[H])([H])[H])=C(C2=C(C(=C(C(=C2[H])[H])[N+]([O-])=O)[H])[H])C#N)C([H])([H])[H])([H])[H]
13288,13288,13302,13302,020055149.pickle,020055149.csv,C1(=C(C(=NN1C2(OC(C(C2([H])[H])(O[H])[H])(C(O[H])([H])[H])[H])[H])N([H])[H])C#N)SC([H])([H])[H]
13289,13289,13303,13303,020055150.pickle,020055150.csv,C1(=C(C(=C(C2=C1N(C(=C(C(=O)OC([H])([H])[H])C#N)S2)[H])[H])[H])[H])[H]
13290,13290,13304,13304,020055151.pickle,020055151.csv,C1(C(=C(N=C(O1)N([H])[H])SC([H])([H])[H])C#N)=O
13291,13291,13305,13305,020055152.pickle,020055152.csv,C1(N(C(N(C(=C1C#N)SC([H])([H])[H])[H])=O)[H])=O
13292,13292,13306,13306,020055153.pickle,020055153.csv,C=1(SC(=C(C1C#N)C([H])([H])[H])C([H])([H])[H])N(C2(OC(C(C(C2([H])[H])(O[H])[H])(O[H])[H])([H])[H])[H])[H]
13293,13293,13307,13307,020055154.pickle,020055154.csv,C=1(SC(C(C1C#N)(C=2C(=C(C(=NC2[H])[H])[H])[H])[H])(C(=O)C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])N([H])[H]
13294,13294,13308,13308,020055155.pickle,020055155.csv,C1(C2=C(C(C(N1[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])C(=C(S2)N(C(=O)[H])[H])C#N)(C([H])([H])[H])C([H])([H])[H]
13295,13295,13309,13309,020055156.pickle,020055156.csv,C=1(SC(=C(C(C1C#N)(C=2C(=C(C(=C(C2[H])[H])[N+](=O)[O-])[H])[H])[H])C#N)N([H])[H])N([H])[H]
13296,13296,13310,13310,020055157.pickle,020055157.csv,C1(=C(C(C(=C(N([H])[H])S1)C#N)(C=2C(=C3C(=C(C2[H])[H])OC(O3)([H])[H])[H])[H])C#N)N([H])[H]
13297,13297,13311,13311,020055158.pickle,020055158.csv,C1(=C(C(C(=C(N=C(N(C([H])([H])[H])C([H])([H])[H])Cl)S1)C#N)(C=2C(=C(C(=C(C2[H])[H])[N+]([O-])=O)[H])[H])[H])C#N)N=C(N(C([H])([H])[H])C([H])([H])[H])Cl
13298,13298,13312,13312,020055159.pickle,020055159.csv,C=1(SC(=C(C(C1C#N)(C=2C(=C(C(=C(C2[H])[H])C([H])([H])[H])[H])[H])[H])C#N)N([H])[H])N([H])[H]
13299,13299,13313,13313,020055160.pickle,020055160.csv,C(C(C([H])([H])[H])(C=1C(=C(C(=C(C1[H])[H])C(O[H])([H])[H])[H])[H])[H])([H])([H])[H]
13300,13300,13314,13314,020055161.pickle,020055161.csv,C(C(=C([H])[H])C1(C(C(C(=C(C1([H])[H])[H])C(O[H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H]
13301,13301,13315,13315,020055162.pickle,020055162.csv,C(C(=C([H])[H])C1(C(C(C(=C(C1([H])[H])[H])C(OC(=O)C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H]
13302,13302,13316,13316,020055163.pickle,020055163.csv,C(C(=C([H])[H])C1(C(C(C(=C(C1([H])[H])[H])C(=O)[H])([H])[H])([H])[H])[H])([H])([H])[H]
13303,13303,13317,13317,020055164.pickle,020055164.csv,C1(O[H])(C(C(C(=C(C1([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H]
13304,13304,13318,13318,020055165.pickle,020055165.csv,C1(O[H])(C(C(C(=C(C1([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])C(=C([H])[H])C([H])([H])[H]
13305,13305,13319,13319,020055167.pickle,020055167.csv,C1(N(C(C(=C1[H])C([H])([H])[H])=O)[H])=O
13306,13306,13320,13320,020055168.pickle,020055168.csv,C1(N(C(C(=C1O[H])O[H])(C(C(O[H])([H])[H])(O[H])[H])[H])[H])=O
13307,13307,13321,13321,020055169.pickle,020055169.csv,C1(N(C(C(=C1C([H])([H])[H])C([H])([H])[H])([H])[H])[H])=O
13308,13308,13322,13322,020055170.pickle,020055170.csv,C1(N(C(C(=C1[H])[H])=O)C=2C(=C(C(=C(C2[H])[H])[H])O[H])[H])=O
13309,13309,13323,13323,020055171.pickle,020055171.csv,C1(N(C(C(=C1C(=O)OC(C([H])([H])[H])([H])[H])O[H])([H])[H])[H])=O
13310,13310,13324,13324,020055172.pickle,020055172.csv,C1(C(=C(C(=O)N1C(C(O[H])([H])[H])([H])[H])[H])[H])=O
13311,13311,13325,13325,020055173.pickle,020055173.csv,C1(N(C(C(=C1C([H])([H])[H])[H])(O[H])[H])[H])=O
13312,13312,13326,13326,020055175.pickle,020055175.csv,C1(OC(C(=C1[H])O[H])=O)(C(O[H])([H])[H])[H]
13313,13313,13327,13327,020055176.pickle,020055176.csv,C1(N(C(C(=C1C([H])([H])[H])C(C([H])([H])[H])([H])[H])=O)[H])([H])[H]
13314,13314,13328,13328,020055177.pickle,020055177.csv,C1(C(=C(C(=O)N1[H])C([H])([H])[H])C(C([H])([H])[H])([H])[H])([H])[H]
13315,13315,13329,13329,020055178.pickle,020055178.csv,C1(OC(C(=C1[H])O[H])([H])[H])=O
13316,13316,13330,13330,020055179.pickle,020055179.csv,C1(N(C(C(=C1[H])[H])=O)C(C(=O)[H])([H])[H])=O
13317,13317,13331,13331,020055180.pickle,020055180.csv,C1(OC(C(=C1[H])Br)(O[H])[H])=O
13318,13318,13332,13332,020055181.pickle,020055181.csv,C1(N(C(C(C1([H])[H])([H])[H])=O)O[H])=O
13319,13319,13333,13333,020055182.pickle,020055182.csv,C=1(C(=C(N(C(C1[H])=O)[H])O[H])[H])Cl
13320,13320,13334,13334,020055183.pickle,020055183.csv,C1(C(=C(C(C1([H])[H])([H])[H])O[H])C([H])([H])[H])=O
13321,13321,13335,13335,020055184.pickle,020055184.csv,C=1(OC(=C(C1[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C(C(C(C(=O)C([H])([H])[H])([H])[H])([H])[H])([H])[H])OC([H])([H])[H]
13322,13322,13336,13336,020055185.pickle,020055185.csv,C=1(C2=C(C(=C(C1[H])[H])[H])C=3C(O2)=C(OC([H])([H])[H])OC3C(=O)OC([H])([H])[H])[H]
13323,13323,13337,13337,020055186.pickle,020055186.csv,C=1(OC(=C2C1[Si](C([H])([H])[H])(C([H])([H])[H])OC2(C([H])([H])[H])C([H])([H])[H])[H])OC([H])([H])[H]
13324,13324,13338,13338,020055187.pickle,020055187.csv,C=1(OC(=C(C1[H])[H])[H])C(=O)OC=2OC(=C(C2[H])[H])[H]
13325,13325,13339,13339,020055188.pickle,020055188.csv,C=1(N(C(=C(C1[H])[H])[H])C([H])([H])[H])C(=O)OC=2OC(=C(C2[H])[H])[H]
13326,13326,13340,13340,020055189.pickle,020055189.csv,C=1(C(=C(C(=C(C1[H])[H])[H])[H])[H])C(=O)OC=2OC(=C(C2[H])[H])[H]
13327,13327,13341,13341,020055191.pickle,020055191.csv,C=1(OC(=C(C1C(F)(F)F)[H])C=2C(=C(C(=C(C2[H])[H])F)[H])[H])OC(C3=C(C(=C(C(=C3[H])[H])Br)[H])[H])([H])[H]
13328,13328,13342,13342,020055192.pickle,020055192.csv,C=12N=C(C(=C(C1C(=C(O2)[H])OC(C([H])([H])[H])([H])[H])[H])[H])[H]
13329,13329,13343,13343,020055193.pickle,020055193.csv,C=12C(=C(C(=NC1C(=C(O2)[H])OC(C([H])([H])[H])([H])[H])[H])[H])[H]
13330,13330,13344,13344,020055194.pickle,020055194.csv,C1(C(=C(C(C(C1(Br)[H])(Br)[H])([H])[H])[H])[H])([H])[H]
13331,13331,13345,13345,020055195.pickle,020055195.csv,C1(C(=C(C(C(C1([H])[H])(C([H])([H])[H])[H])([H])[H])[H])[H])(Br)[H]
13332,13332,13346,13346,020055196.pickle,020055196.csv,C1(C(=C(C(C(=C1[H])[H])([H])[H])Br)[H])([H])[H]
13333,13333,13347,13347,020055197.pickle,020055197.csv,C1(=C(C(Br)(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])(Br)[H])[H])[H])[H]
13334,13334,13348,13348,020055198.pickle,020055198.csv,C1(C(=C(C(C(C1([H])[H])([H])[H])(O[H])[H])[H])[H])([H])[H]
13335,13335,13349,13349,020055199.pickle,020055199.csv,C1(C(=C(C(C(C1([H])[H])(O[H])[H])([H])[H])[H])[H])([H])[H]
13336,13336,13350,13350,020055200.pickle,020055200.csv,C1(C(C(C(C(C1(Br)[H])(Br)[H])([H])[H])(Br)[H])(Br)[H])([H])[H]
13337,13337,13351,13351,020055201.pickle,020055201.csv,C1(C(C(C(C(C1(Br)[H])(Br)[H])([H])[H])(Br)[H])(Br)[H])([H])[H]
13338,13338,13352,13352,020055202.pickle,020055202.csv,C1(C(C(C1([H])[H])([H])[H])([H])[H])(Br)[H]
13339,13339,13353,13353,020055204.pickle,020055204.csv,C1(C(C(C(C(C1(C([H])([H])[H])[H])(Br)[H])([H])[H])([H])[H])([H])[H])([H])[H]
13340,13340,13354,13354,020055205.pickle,020055205.csv,C1(C(C(C(C(C1(C([H])([H])[H])[H])(Br)[H])([H])[H])([H])[H])([H])[H])([H])[H]
13341,13341,13355,13355,020055206.pickle,020055206.csv,C1(C(C(C(C(=C1Br)Br)([H])[H])([H])[H])([H])[H])([H])[H]
13342,13342,13356,13356,020055207.pickle,020055207.csv,C1(C(C(C(C(C1(F)[H])(Br)[H])([H])[H])([H])[H])([H])[H])([H])[H]
13343,13343,13357,13357,020055208.pickle,020055208.csv,C1(C(C(C(C(=C1[H])Br)([H])[H])([H])[H])([H])[H])(O[H])[H]
13344,13344,13358,13358,020055466.pickle,020055466.csv,C1(C(C(C(C(=C1Br)C([H])([H])[H])([H])[H])([H])[H])([H])[H])(Br)[H]
13345,13345,13359,13359,020055467.pickle,020055467.csv,C1(C(C(C(C(=C1[H])Br)(O[H])[H])([H])[H])([H])[H])([H])[H]
13346,13346,13360,13360,020055469.pickle,020055469.csv,C=1(OC(C(C(C1Br)([H])[H])([H])[H])([H])[H])[H]
13347,13347,13361,13361,020055470.pickle,020055470.csv,C1(Br)=C(C(C(C(=C(C(C1([H])[H])([H])[H])[H])Br)([H])[H])([H])[H])[H]
13348,13348,13362,13362,020055471.pickle,020055471.csv,C1(=C(C(C(C(=C(C(C1([H])[H])([H])[H])[H])Br)([H])[H])([H])[H])Br)[H]
13349,13349,13363,13363,020055473.pickle,020055473.csv,C1(C(C(C(C(=C1[H])[H])([H])[H])(C(N([H])[H])([H])[H])[H])([H])[H])([H])[H]
13350,13350,13364,13364,020055474.pickle,020055474.csv,C1(C(C(C(C(=C1[H])Br)(C([H])([H])[H])Br)([H])[H])([H])[H])([H])[H]
13351,13351,13365,13365,020055475.pickle,020055475.csv,C1(C(C(C(C(=C1[H])[H])([H])[H])(O[H])[H])(O[H])[H])([H])[H]
13352,13352,13366,13366,020055476.pickle,020055476.csv,C1(C(C(C(=C(C1([H])[H])[H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H]
13353,13353,13367,13367,020055477.pickle,020055477.csv,C1(=C(Br)C(C(C#CC(C1([H])[H])([H])[H])([H])[H])([H])[H])[H]
13354,13354,13368,13368,020055478.pickle,020055478.csv,C1(C(C(C(=C(C1(Br)[H])[Se]C(C([H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H]
13355,13355,13369,13369,020055479.pickle,020055479.csv,C1(C(C(C(C(=C1Br)[Se]C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
13356,13356,13370,13370,020055480.pickle,020055480.csv,C1(C(C(C(C(=C1Br)[Se]C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
13357,13357,13371,13371,020055482.pickle,020055482.csv,C=1(C(=C(C(=C(C1[H])SC([H])([H])[H])[H])[H])Br)[H]
13358,13358,13372,13372,020055485.pickle,020055485.csv,C=1(C(=C(C(=C(C1[H])SC([H])([H])[H])[H])SC([H])([H])[H])[H])[H]
13359,13359,13373,13373,020055487.pickle,020055487.csv,C=1(C(=C(C(=C(C1[H])SC([H])([H])[H])[H])[H])Cl)[H]
13360,13360,13374,13374,020055488.pickle,020055488.csv,C=1(C(=C(C(=C(C1[H])S(C([H])([H])[H])=O)[H])[H])Br)[H]
13361,13361,13375,13375,020055489.pickle,020055489.csv,C=1(C(=C(C(=C(C1[H])SC([H])([H])[H])[H])[H])[H])C([H])([H])[H]
13362,13362,13376,13376,020055490.pickle,020055490.csv,C=1(C(=C(C(=C(C1[H])SC([H])([H])[H])[H])[H])C([H])([H])[H])[H]
13363,13363,13377,13377,020055491.pickle,020055491.csv,C=1(C(=C(C(=C(C1SC([H])([H])[H])[H])[H])[H])N([H])[H])[H]
13364,13364,13378,13378,020055494.pickle,020055494.csv,C=1(C(=C(C(=C(C1C([H])([H])[H])SC([H])([H])[H])[H])[H])[H])[H]
13365,13365,13379,13379,020055495.pickle,020055495.csv,C1(=C(N(C(C2(C1(C(C(C2(C([H])([H])[H])[H])([H])[H])([H])[H])[H])[H])=O)C3(OC(C4(C(C3(C([H])([H])[H])[H])(C(C(C4(C([H])([H])[H])[H])([H])[H])([H])[H])[H])[H])=O)[H])[H])C([H])([H])[H]
13366,13366,13380,13380,020055496.pickle,020055496.csv,C=1(C2=C(C(=C(C1[H])[H])[H])C(=C(N2[H])C(C(O[H])([H])[H])(C(=O)OC([H])([H])[H])[H])C(C(N3C(=C(C(C(C3=O)([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])[H])([H])[H])([H])[H])[H]
13367,13367,13381,13381,020055497.pickle,020055497.csv,C=1(N2C(C(=C(C1[H])[H])[H])=NC(=C(C2=O)C([H])([H])[H])OC([H])([H])[H])[H]
13368,13368,13382,13382,020055499.pickle,020055499.csv,C(C(C([H])([H])[H])=C(N(C(=O)C([H])([H])[H])[H])[H])([H])([H])[H]
13369,13369,13383,13383,020055500.pickle,020055500.csv,C(C([H])([H])[H])(=C(N(C(=O)C([H])([H])[H])[H])[H])[H]
13370,13370,13384,13384,020055501.pickle,020055501.csv,C(C(=O)N(C(=C([H])[H])[H])[H])([H])([H])[H]
13371,13371,13385,13385,020055502.pickle,020055502.csv,C(=O)(N(C(=O)C(=C(N(C(=O)C([H])([H])[H])[H])[H])[H])[H])[H]
13372,13372,13386,13386,020055503.pickle,020055503.csv,C(=O)(N(C(=O)C(=C(N(C(=O)[H])[H])C([H])([H])[H])[H])[H])C([H])([H])[H]
13373,13373,13387,13387,020055504.pickle,020055504.csv,C(=C(C(C(C([H])([H])[H])(C(N(C(=O)C([H])([H])[H])[H])([H])[H])[H])([H])[H])[H])([H])[H]
13374,13374,13388,13388,020055505.pickle,020055505.csv,C(C(=O)C(=C(C([H])([H])[H])N(C(=C(C(=O)C([H])([H])[H])[H])C([H])([H])[H])[H])[H])([H])([H])[H]
13375,13375,13389,13389,020055506.pickle,020055506.csv,C(N([H])[H])(=O)C(=C(N(C(=O)C([H])([H])[H])[H])[H])[H]
13376,13376,13390,13390,020055507.pickle,020055507.csv,C1(C(C(C(C(C1(N(C(=O)C([H])([H])[H])[H])[H])(N(C(=O)C([H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
13377,13377,13391,13391,020055508.pickle,020055508.csv,C(C(=O)N(C(=S)N(C(=O)N(C([H])([H])[H])[H])[H])[H])([H])([H])[H]
13378,13378,13392,13392,020055509.pickle,020055509.csv,C(=O)(C(=C(N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H]
13379,13379,13393,13393,020055510.pickle,020055510.csv,C(C(=O)[H])(=C(N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H]
13380,13380,13394,13394,020055511.pickle,020055511.csv,C(C(=C(C(=O)N(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H])([H])([H])[H]
13381,13381,13395,13395,020055512.pickle,020055512.csv,C(C(C([H])([H])[H])=C(C(=C(C(=O)N(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H])[H])([H])([H])[H]
13382,13382,13396,13396,020055513.pickle,020055513.csv,C(C(=O)N(C(=S)N([H])[H])[H])([H])([H])[H]
13383,13383,13397,13397,020055514.pickle,020055514.csv,C1(N(C(=O)C([H])([H])[H])[H])=C(C(=C(C(=C1[H])[H])C([H])([H])[H])[H])[H]
13384,13384,13398,13398,020055515.pickle,020055515.csv,C(OC(=O)N(C(N(C(=O)C([H])([H])[H])[H])([H])[H])[H])(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
13385,13385,13399,13399,020055516.pickle,020055516.csv,C(N([H])[H])(=O)C(OC([H])([H])[H])=C(N(C(=O)C([H])([H])[H])[H])[H]
13386,13386,13400,13400,020055517.pickle,020055517.csv,C1(=C(C(=C(C(=C1N(C(=O)C([H])([H])[H])[H])[H])[H])[H])[H])C([H])([H])[H]
13387,13387,13401,13401,020055518.pickle,020055518.csv,C1(N(C(C(S1)(C(C(=O)OC(C([H])([H])[H])([H])[H])([H])[H])[H])=O)[H])=C(C(=O)C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H]
13388,13388,13402,13402,020055519.pickle,020055519.csv,C=12N(C3=C(N1)C(=C(C(=C3[H])[H])[H])[H])C(C(S2)(C([H])([H])[H])[H])=O
13389,13389,13403,13403,020055520.pickle,020055520.csv,C1(SC(C(N1C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])=O)(C(=O)N([H])[H])[H])=O
13390,13390,13404,13404,020055523.pickle,020055523.csv,C1(SC(N(C1=O)C([H])([H])[H])=NC([H])([H])[H])(C(=O)OC(C([H])([H])[H])([H])[H])C(=O)OC(C([H])([H])[H])([H])[H]
13391,13391,13405,13405,020055525.pickle,020055525.csv,C=1(C2=C(C(=C(C1[H])[H])[H])N(C(C(N(C2=O)[H])([H])[H])=O)[H])[H]
13392,13392,13406,13406,020055526.pickle,020055526.csv,C=1(C2=C(C(=C(C1[H])[H])[H])N(C(C(N(C2=O)[H])([H])[H])=O)C([H])([H])[H])[H]
13393,13393,13407,13407,020055527.pickle,020055527.csv,C=1(C2=C(C(=C(C1[H])[H])[H])N(C(C(N(C2=O)[H])([H])[H])=O)C(C([H])([H])[H])([H])[H])[H]
13394,13394,13408,13408,020055528.pickle,020055528.csv,C(O[H])(=O)C(OC(=O)C([H])([H])[H])([H])[H]
13395,13395,13409,13409,020055529.pickle,020055529.csv,C(=O)(C([H])([H])[H])OC(C([H])([H])[H])(C(=O)O[H])[H]
13396,13396,13410,13410,020055530.pickle,020055530.csv,C(O[H])(=O)C(SC(=S)SC(C(=O)O[H])([H])[H])([H])[H]
13397,13397,13411,13411,020055531.pickle,020055531.csv,C1(C(=C(C(C(C1(C(=O)OC([H])([H])[H])[H])(C(=O)O[H])[H])([H])[H])[H])[H])([H])[H]
13398,13398,13412,13412,020055532.pickle,020055532.csv,C1(C(C(O1)=C(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O
13399,13399,13413,13413,020055533.pickle,020055533.csv,C1(C(C(O1)(C(Cl)(Cl)Cl)[H])([H])[H])=O
13400,13400,13414,13414,020055534.pickle,020055534.csv,C1(C(C(O1)(C([H])([H])[H])C(Cl)(Cl)Cl)([H])[H])=O
13401,13401,13415,13415,020055535.pickle,020055535.csv,C1(SC(C(C1([H])[H])([H])[H])([H])[H])=O
13402,13402,13416,13416,020055536.pickle,020055536.csv,C1(OC(C(C1(C([H])([H])[H])[H])([H])[H])=O)([H])[H]
13403,13403,13417,13417,020055537.pickle,020055537.csv,C1(OC(C(C1([H])[H])([H])[H])=O)(C(C([H])([H])[H])([H])[H])[H]
13404,13404,13418,13418,020055538.pickle,020055538.csv,C1(OC(C(C1([H])[H])([H])[H])=O)(C(C(C([H])([H])[H])([H])[H])([H])[H])[H]
13405,13405,13419,13419,020055539.pickle,020055539.csv,C1(OC(C(C1([H])[H])(Br)[H])=O)([H])[H]
13406,13406,13420,13420,020055540.pickle,020055540.csv,C1(OC(C(C1([H])[H])(Br)[H])=O)(C([H])([H])[H])[H]
13407,13407,13421,13421,020055541.pickle,020055541.csv,C1(OC2(C(O1)(C(OC2=O)([H])[H])[H])[H])(C([H])([H])[H])C([H])([H])[H]
13408,13408,13422,13422,020055542.pickle,020055542.csv,C1(OC(C(C1([H])[H])(O[H])[H])=O)([H])[H]
13409,13409,13423,13423,020055543.pickle,020055543.csv,C1(OC(C(C1([H])[H])([H])[H])=O)(C(O[H])([H])[H])[H]
13410,13410,13424,13424,020055544.pickle,020055544.csv,C1(OC(C(C1(C([H])([H])[H])C([H])([H])[H])(O[H])[H])=O)([H])[H]
13411,13411,13425,13425,020055545.pickle,020055545.csv,C1(C(C(C(=O)O1)(O[H])[H])(O[H])[H])([H])[H]
13412,13412,13426,13426,020055546.pickle,020055546.csv,C1(OC(C(C1([H])[H])(C(=O)C([H])([H])[H])[H])=O)([H])[H]
13413,13413,13427,13427,020055547.pickle,020055547.csv,C1(OC(C(C1([H])[H])([H])[H])=O)(C(=O)OC(C([H])([H])[H])([H])[H])[H]
13414,13414,13428,13428,020055548.pickle,020055548.csv,C1(OC(C(C1([H])[H])=C([H])[H])=O)(C(O[H])([H])[H])[H]
13415,13415,13429,13429,020055549.pickle,020055549.csv,C1(=C(C(SC1=O)([H])[H])O[H])[H]
13416,13416,13430,13430,020055550.pickle,020055550.csv,C1(C(C(OC1=O)([H])[H])(C([H])([H])[H])C([H])([H])[H])=O
13417,13417,13431,13431,020055551.pickle,020055551.csv,C1(OC(C(=C1O[H])Cl)=O)([H])[H]
13418,13418,13432,13432,020055552.pickle,020055552.csv,C1(OC(C(=C1O[H])Br)=O)([H])[H]
13419,13419,13433,13433,020055553.pickle,020055553.csv,C1(OC(C(C1([H])[H])(C(=O)O[H])[H])(C(=O)O[H])[H])=O
13420,13420,13434,13434,020055554.pickle,020055554.csv,C1(C(C(C(O1)([H])[H])(C([H])([H])[H])C([H])([H])[H])(OC(=O)C(=C([H])[H])[H])[H])=O
13421,13421,13435,13435,020055555.pickle,020055555.csv,C1(OC(C(=C1[H])[H])=O)([H])[H]
13422,13422,13436,13436,020055556.pickle,020055556.csv,C1(SC(C(=C1[H])[H])=O)([H])[H]
13423,13423,13437,13437,020055558.pickle,020055558.csv,C1(OC(C(=C1Cl)Cl)=O)(O[H])[H]
13424,13424,13438,13438,020055559.pickle,020055559.csv,C1(OC(C(=C1Br)Br)=O)(O[H])[H]
13425,13425,13439,13439,020055560.pickle,020055560.csv,C1(OC(C(=C1[H])[H])=O)(C(O[H])([H])[H])[H]
13426,13426,13440,13440,020055561.pickle,020055561.csv,C1(OC(C(=C1O[H])C([H])([H])[H])(C([H])([H])[H])[H])=O
13427,13427,13441,13441,020055562.pickle,020055562.csv,C1(OC(C(=C1O[H])C([H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])=O
13428,13428,13442,13442,020055563.pickle,020055563.csv,C1(C(C(OC(C1([H])[H])=O)([H])[H])([H])[H])(C([H])([H])[H])O[H]
13429,13429,13443,13443,020055564.pickle,020055564.csv,C1(OC(C(OC1(C([H])([H])[H])[H])=O)(C([H])([H])[H])[H])=O
13430,13430,13444,13444,020055565.pickle,020055565.csv,C=1(SC(=C(C1C(=O)O[H])[H])[H])N(C(OC(C([H])([H])[H])([H])[H])=O)[H]
13431,13431,13445,13445,020055566.pickle,020055566.csv,C=12SC(=C(C1C(=O)N(C(N2C3(OC(C(C3([H])[H])(O[H])[H])(C(N([H])[H])([H])[H])[H])[H])=O)[H])[H])[H]
13432,13432,13446,13446,020055567.pickle,020055567.csv,C=1(OC(=C(N1)[H])[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H]
13433,13433,13447,13447,020055568.pickle,020055568.csv,C=1(OC(=C(N1)C#N)[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H]
13434,13434,13448,13448,020055569.pickle,020055569.csv,C=1(OC(=C(N1)C#N)C([H])([H])[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H]
13435,13435,13449,13449,020055571.pickle,020055571.csv,C1(C=2C(=C(C(=C(C2[H])[H])OC([H])([H])[H])[H])[H])=C(N=C(O1)C=3C(=C(C(=C(C3[H])[H])[H])[H])[H])[H]
13436,13436,13450,13450,020055572.pickle,020055572.csv,C1(C=2C(=C(C(=C(C2[H])[H])C#N)[H])[H])=C(N=C(O1)C=3C(=C(C(=C(C3[H])[H])[H])[H])[H])[H]
